filename,label,wav_duration,file_path,folder,idx
235_1308749032454_D1.wav,Bunlabelledtest,5.89575,../datasets/challenge2/set_b/Bunlabelledtest__235_1308749032454_D1.wav,b,154
191_1308077299430_C.wav,Bunlabelledtest,18.35825,../datasets/challenge2/set_b/Bunlabelledtest__191_1308077299430_C.wav,b,119
108_1305654420093_C.wav,Bunlabelledtest,21.812,../datasets/challenge2/set_b/Bunlabelledtest__108_1305654420093_C.wav,b,11
137_1306764999211_B1.wav,Bunlabelledtest,4.1375,../datasets/challenge2/set_b/Bunlabelledtest__137_1306764999211_B1.wav,b,46
270_1309369533040_D.wav,Bunlabelledtest,3.09875,../datasets/challenge2/set_b/Bunlabelledtest__270_1309369533040_D.wav,b,173
145_1307987561278_A.wav,Bunlabelledtest,13.3805,../datasets/challenge2/set_b/Bunlabelledtest__145_1307987561278_A.wav,b,56
136_1306429977501_A.wav,Bunlabelledtest,8.4375,../datasets/challenge2/set_b/Bunlabelledtest__136_1306429977501_A.wav,b,43
193_1308078104592_A.wav,Bunlabelledtest,11.12225,../datasets/challenge2/set_b/Bunlabelledtest__193_1308078104592_A.wav,b,121
259_1309352630271_B.wav,Bunlabelledtest,2.2755,../datasets/challenge2/set_b/Bunlabelledtest__259_1309352630271_B.wav,b,167
274_1311075637574_C.wav,Bunlabelledtest,6.83375,../datasets/challenge2/set_b/Bunlabelledtest__274_1311075637574_C.wav,b,176
134_1306428161797_A.wav,Bunlabelledtest,12.11025,../datasets/challenge2/set_b/Bunlabelledtest__134_1306428161797_A.wav,b,40
176_1307988171173_A1.wav,Bunlabelledtest,3.11775,../datasets/challenge2/set_b/Bunlabelledtest__176_1307988171173_A1.wav,b,104
135_1306428972976_D.wav,Bunlabelledtest,8.80725,../datasets/challenge2/set_b/Bunlabelledtest__135_1306428972976_D.wav,b,42
284_1311168471850_C.wav,Bunlabelledtest,11.49075,../datasets/challenge2/set_b/Bunlabelledtest__284_1311168471850_C.wav,b,182
163_1307104470471_B1.wav,Bunlabelledtest,1.33425,../datasets/challenge2/set_b/Bunlabelledtest__163_1307104470471_B1.wav,b,88
169_1307970398039_B.wav,Bunlabelledtest,19.1335,../datasets/challenge2/set_b/Bunlabelledtest__169_1307970398039_B.wav,b,94
123_1306331925797_D.wav,Bunlabelledtest,14.312,../datasets/challenge2/set_b/Bunlabelledtest__123_1306331925797_D.wav,b,29
181_1308052613891_C.wav,Bunlabelledtest,5.56625,../datasets/challenge2/set_b/Bunlabelledtest__181_1308052613891_C.wav,b,112
163_1307104470471_B.wav,Bunlabelledtest,2.507,../datasets/challenge2/set_b/Bunlabelledtest__163_1307104470471_B.wav,b,87
126_1306777102824_D1.wav,Bunlabelledtest,11.16225,../datasets/challenge2/set_b/Bunlabelledtest__126_1306777102824_D1.wav,b,32
288_1311164615284_B.wav,Bunlabelledtest,5.13725,../datasets/challenge2/set_b/Bunlabelledtest__288_1311164615284_B.wav,b,185
281_1311165683454_C.wav,Bunlabelledtest,11.629,../datasets/challenge2/set_b/Bunlabelledtest__281_1311165683454_C.wav,b,180
293_1311680805936_B.wav,Bunlabelledtest,4.6345,../datasets/challenge2/set_b/Bunlabelledtest__293_1311680805936_B.wav,b,187
293_1311680805936_B2.wav,Bunlabelledtest,2.69025,../datasets/challenge2/set_b/Bunlabelledtest__293_1311680805936_B2.wav,b,188
170_1307970562729_D.wav,Bunlabelledtest,20.35725,../datasets/challenge2/set_b/Bunlabelledtest__170_1307970562729_D.wav,b,96
122_1306325762831_B.wav,Bunlabelledtest,7.5,../datasets/challenge2/set_b/Bunlabelledtest__122_1306325762831_B.wav,b,27
138_1306762146980_C.wav,Bunlabelledtest,9.83775,../datasets/challenge2/set_b/Bunlabelledtest__138_1306762146980_C.wav,b,48
189_1308075231945_C.wav,Bunlabelledtest,10.909,../datasets/challenge2/set_b/Bunlabelledtest__189_1308075231945_C.wav,b,118
272_1309370164386_B.wav,Bunlabelledtest,3.2,../datasets/challenge2/set_b/Bunlabelledtest__272_1309370164386_B.wav,b,175
153_1306848820671_D.wav,Bunlabelledtest,1.91525,../datasets/challenge2/set_b/Bunlabelledtest__153_1306848820671_D.wav,b,70
278_1311163365896_C.wav,Bunlabelledtest,1.934,../datasets/challenge2/set_b/Bunlabelledtest__278_1311163365896_C.wav,b,177
206_1308159601959_C1.wav,Bunlabelledtest,4.4135,../datasets/challenge2/set_b/Bunlabelledtest__206_1308159601959_C1.wav,b,132
154_1306935608852_A2.wav,Bunlabelledtest,1.47075,../datasets/challenge2/set_b/Bunlabelledtest__154_1306935608852_A2.wav,b,72
186_1308073648738_D1.wav,Bunlabelledtest,6.40875,../datasets/challenge2/set_b/Bunlabelledtest__186_1308073648738_D1.wav,b,115
180_1307990956284_D.wav,Bunlabelledtest,2.919,../datasets/challenge2/set_b/Bunlabelledtest__180_1307990956284_D.wav,b,111
235_1308749032454_C1.wav,Bunlabelledtest,1.0275,../datasets/challenge2/set_b/Bunlabelledtest__235_1308749032454_C1.wav,b,153
290_1311182875320_B.wav,Bunlabelledtest,1.61275,../datasets/challenge2/set_b/Bunlabelledtest__290_1311182875320_B.wav,b,186
217_1308246111629_D.wav,Bunlabelledtest,3.216,../datasets/challenge2/set_b/Bunlabelledtest__217_1308246111629_D.wav,b,144
106_1306776721273_D.wav,Bunlabelledtest,4.513,../datasets/challenge2/set_b/Bunlabelledtest__106_1306776721273_D.wav,b,8
197_1308141235553_B.wav,Bunlabelledtest,14.3335,../datasets/challenge2/set_b/Bunlabelledtest__197_1308141235553_B.wav,b,126
122_1306325762831_A.wav,Bunlabelledtest,8.66975,../datasets/challenge2/set_b/Bunlabelledtest__122_1306325762831_A.wav,b,26
160_1307100683334_C.wav,Bunlabelledtest,7.66725,../datasets/challenge2/set_b/Bunlabelledtest__160_1307100683334_C.wav,b,84
268_1309368960960_E.wav,Bunlabelledtest,3.62725,../datasets/challenge2/set_b/Bunlabelledtest__268_1309368960960_E.wav,b,172
126_1306777102824_C1.wav,Bunlabelledtest,3.12425,../datasets/challenge2/set_b/Bunlabelledtest__126_1306777102824_C1.wav,b,31
300_1311772096120_B.wav,Bunlabelledtest,4.57075,../datasets/challenge2/set_b/Bunlabelledtest__300_1311772096120_B.wav,b,192
189_1308075231945_A.wav,Bunlabelledtest,1.78575,../datasets/challenge2/set_b/Bunlabelledtest__189_1308075231945_A.wav,b,117
300_1311772096120_C.wav,Bunlabelledtest,4.05375,../datasets/challenge2/set_b/Bunlabelledtest__300_1311772096120_C.wav,b,193
222_1308336218979_B.wav,Bunlabelledtest,1.80625,../datasets/challenge2/set_b/Bunlabelledtest__222_1308336218979_B.wav,b,146
137_1306764999211_A.wav,Bunlabelledtest,2.922,../datasets/challenge2/set_b/Bunlabelledtest__137_1306764999211_A.wav,b,45
248_1309201683806_D.wav,Bunlabelledtest,16.31075,../datasets/challenge2/set_b/Bunlabelledtest__248_1309201683806_D.wav,b,164
155_1306935902813_D.wav,Bunlabelledtest,6.43475,../datasets/challenge2/set_b/Bunlabelledtest__155_1306935902813_D.wav,b,77
214_1308245489717_A1.wav,Bunlabelledtest,1.41,../datasets/challenge2/set_b/Bunlabelledtest__214_1308245489717_A1.wav,b,139
157_1306937583792_C.wav,Bunlabelledtest,9.7585,../datasets/challenge2/set_b/Bunlabelledtest__157_1306937583792_C.wav,b,80
125_1306332456645_B2.wav,Bunlabelledtest,4.62025,../datasets/challenge2/set_b/Bunlabelledtest__125_1306332456645_B2.wav,b,30
271_1309369876160_B.wav,Bunlabelledtest,11.5595,../datasets/challenge2/set_b/Bunlabelledtest__271_1309369876160_B.wav,b,174
196_1308141034858_D.wav,Bunlabelledtest,2.642,../datasets/challenge2/set_b/Bunlabelledtest__196_1308141034858_D.wav,b,125
280_1311165195344_B.wav,Bunlabelledtest,5.349,../datasets/challenge2/set_b/Bunlabelledtest__280_1311165195344_B.wav,b,179
239_1309195730333_D.wav,Bunlabelledtest,4.52275,../datasets/challenge2/set_b/Bunlabelledtest__239_1309195730333_D.wav,b,156
229_1308594979317_C.wav,Bunlabelledtest,4.03675,../datasets/challenge2/set_b/Bunlabelledtest__229_1308594979317_C.wav,b,148
227_1308594233667_D.wav,Bunlabelledtest,24.44875,../datasets/challenge2/set_b/Bunlabelledtest__227_1308594233667_D.wav,b,147
255_1309351210897_B.wav,Bunlabelledtest,1.8065,../datasets/challenge2/set_b/Bunlabelledtest__255_1309351210897_B.wav,b,166
278_1311163365896_D.wav,Bunlabelledtest,17.20175,../datasets/challenge2/set_b/Bunlabelledtest__278_1311163365896_D.wav,b,178
137_1306764999211_D2.wav,Bunlabelledtest,4.25825,../datasets/challenge2/set_b/Bunlabelledtest__137_1306764999211_D2.wav,b,47
180_1307990956284_B.wav,Bunlabelledtest,12.236,../datasets/challenge2/set_b/Bunlabelledtest__180_1307990956284_B.wav,b,110
268_1309368960960_A.wav,Bunlabelledtest,10.80275,../datasets/challenge2/set_b/Bunlabelledtest__268_1309368960960_A.wav,b,171
260_1309353164458_A.wav,Bunlabelledtest,3.76125,../datasets/challenge2/set_b/Bunlabelledtest__260_1309353164458_A.wav,b,168
169_1307970398039_C1.wav,Bunlabelledtest,8.7635,../datasets/challenge2/set_b/Bunlabelledtest__169_1307970398039_C1.wav,b,95
217_1308246111629_B.wav,Bunlabelledtest,2.65125,../datasets/challenge2/set_b/Bunlabelledtest__217_1308246111629_B.wav,b,143
106_1306776721273_B.wav,Bunlabelledtest,3.03725,../datasets/challenge2/set_b/Bunlabelledtest__106_1306776721273_B.wav,b,7
162_1307101835989_C.wav,Bunlabelledtest,8.949,../datasets/challenge2/set_b/Bunlabelledtest__162_1307101835989_C.wav,b,86
300_1311772096120_D.wav,Bunlabelledtest,6.07725,../datasets/challenge2/set_b/Bunlabelledtest__300_1311772096120_D.wav,b,194
130_1306347376079_A.wav,Bunlabelledtest,20.5735,../datasets/challenge2/set_b/Bunlabelledtest__130_1306347376079_A.wav,b,36
112_1306243000964_C.wav,Bunlabelledtest,4.114,../datasets/challenge2/set_b/Bunlabelledtest__112_1306243000964_C.wav,b,17
165_1307109069581_B.wav,Bunlabelledtest,11.42025,../datasets/challenge2/set_b/Bunlabelledtest__165_1307109069581_B.wav,b,91
117_1306262456650_B1.wav,Bunlabelledtest,7.65725,../datasets/challenge2/set_b/Bunlabelledtest__117_1306262456650_B1.wav,b,21
245_1309198844065_A.wav,Bunlabelledtest,2.515,../datasets/challenge2/set_b/Bunlabelledtest__245_1309198844065_A.wav,b,161
167_1307111318050_D.wav,Bunlabelledtest,5.37725,../datasets/challenge2/set_b/Bunlabelledtest__167_1307111318050_D.wav,b,93
155_1306935902813_B.wav,Bunlabelledtest,1.907,../datasets/challenge2/set_b/Bunlabelledtest__155_1306935902813_B.wav,b,75
248_1309201683806_B.wav,Bunlabelledtest,3.56725,../datasets/challenge2/set_b/Bunlabelledtest__248_1309201683806_B.wav,b,163
217_1308246111629_A.wav,Bunlabelledtest,10.355,../datasets/challenge2/set_b/Bunlabelledtest__217_1308246111629_A.wav,b,142
105_1305033453095_D.wav,Bunlabelledtest,15.44725,../datasets/challenge2/set_b/Bunlabelledtest__105_1305033453095_D.wav,b,6
242_1309197394064_C.wav,Bunlabelledtest,3.9625,../datasets/challenge2/set_b/Bunlabelledtest__242_1309197394064_C.wav,b,159
184_1308073010307_C.wav,Bunlabelledtest,5.47925,../datasets/challenge2/set_b/Bunlabelledtest__184_1308073010307_C.wav,b,113
121_1306263877235_B.wav,Bunlabelledtest,12.66075,../datasets/challenge2/set_b/Bunlabelledtest__121_1306263877235_B.wav,b,25
254_1309350589009_B.wav,Bunlabelledtest,11.3875,../datasets/challenge2/set_b/Bunlabelledtest__254_1309350589009_B.wav,b,165
176_1307988171173_C.wav,Bunlabelledtest,3.52175,../datasets/challenge2/set_b/Bunlabelledtest__176_1307988171173_C.wav,b,105
174_1307987737137_C.wav,Bunlabelledtest,5.26525,../datasets/challenge2/set_b/Bunlabelledtest__174_1307987737137_C.wav,b,102
132_1306758754432_B.wav,Bunlabelledtest,7.53625,../datasets/challenge2/set_b/Bunlabelledtest__132_1306758754432_B.wav,b,38
146_1306778707532_C.wav,Bunlabelledtest,8.23275,../datasets/challenge2/set_b/Bunlabelledtest__146_1306778707532_C.wav,b,58
156_1306936373241_D.wav,Bunlabelledtest,5.78175,../datasets/challenge2/set_b/Bunlabelledtest__156_1306936373241_D.wav,b,79
116_1306258689913_B.wav,Bunlabelledtest,11.68,../datasets/challenge2/set_b/Bunlabelledtest__116_1306258689913_B.wav,b,20
101_1305030823364_A.wav,Bunlabelledtest,10.59625,../datasets/challenge2/set_b/Bunlabelledtest__101_1305030823364_A.wav,b,0
107_1305654946865_D.wav,Bunlabelledtest,13.10775,../datasets/challenge2/set_b/Bunlabelledtest__107_1305654946865_D.wav,b,10
215_1308245664733_D.wav,Bunlabelledtest,4.3865,../datasets/challenge2/set_b/Bunlabelledtest__215_1308245664733_D.wav,b,140
118_1306262335509_A.wav,Bunlabelledtest,5.7495,../datasets/challenge2/set_b/Bunlabelledtest__118_1306262335509_A.wav,b,22
155_1306935902813_B2.wav,Bunlabelledtest,5.32075,../datasets/challenge2/set_b/Bunlabelledtest__155_1306935902813_B2.wav,b,76
132_1306758754432_A.wav,Bunlabelledtest,7.39275,../datasets/challenge2/set_b/Bunlabelledtest__132_1306758754432_A.wav,b,37
213_1308245263936_B.wav,Bunlabelledtest,3.613,../datasets/challenge2/set_b/Bunlabelledtest__213_1308245263936_B.wav,b,138
146_1306778707532_D31.wav,Bunlabelledtest,3.8305,../datasets/challenge2/set_b/Bunlabelledtest__146_1306778707532_D31.wav,b,59
242_1309197394064_A.wav,Bunlabelledtest,2.679,../datasets/challenge2/set_b/Bunlabelledtest__242_1309197394064_A.wav,b,158
204_1308159229275_B1.wav,Bunlabelledtest,4.8315,../datasets/challenge2/set_b/Bunlabelledtest__204_1308159229275_B1.wav,b,131
143_1306763822290_D.wav,Bunlabelledtest,10.67475,../datasets/challenge2/set_b/Bunlabelledtest__143_1306763822290_D.wav,b,54
105_1305033453095_B.wav,Bunlabelledtest,10.046,../datasets/challenge2/set_b/Bunlabelledtest__105_1305033453095_B.wav,b,5
147_1306523973811_D.wav,Bunlabelledtest,4.47075,../datasets/challenge2/set_b/Bunlabelledtest__147_1306523973811_D.wav,b,60
212_1308245076477_C.wav,Bunlabelledtest,1.22425,../datasets/challenge2/set_b/Bunlabelledtest__212_1308245076477_C.wav,b,137
101_1305030823364_D.wav,Bunlabelledtest,21.77675,../datasets/challenge2/set_b/Bunlabelledtest__101_1305030823364_D.wav,b,1
151_1306779785624_A1.wav,Bunlabelledtest,7.342,../datasets/challenge2/set_b/Bunlabelledtest__151_1306779785624_A1.wav,b,66
152_1306779561195_B.wav,Bunlabelledtest,2.59675,../datasets/challenge2/set_b/Bunlabelledtest__152_1306779561195_B.wav,b,67
152_1306779561195_C.wav,Bunlabelledtest,4.8315,../datasets/challenge2/set_b/Bunlabelledtest__152_1306779561195_C.wav,b,68
167_1307111318050_C1.wav,Bunlabelledtest,3.8485,../datasets/challenge2/set_b/Bunlabelledtest__167_1307111318050_C1.wav,b,92
194_1308139824187_C.wav,Bunlabelledtest,4.59325,../datasets/challenge2/set_b/Bunlabelledtest__194_1308139824187_C.wav,b,123
240_1309196119795_D.wav,Bunlabelledtest,7.34025,../datasets/challenge2/set_b/Bunlabelledtest__240_1309196119795_D.wav,b,157
177_1307989650056_C.wav,Bunlabelledtest,2.9615,../datasets/challenge2/set_b/Bunlabelledtest__177_1307989650056_C.wav,b,107
132_1306758754432_D.wav,Bunlabelledtest,13.9335,../datasets/challenge2/set_b/Bunlabelledtest__132_1306758754432_D.wav,b,39
164_1307106095995_D.wav,Bunlabelledtest,12.93325,../datasets/challenge2/set_b/Bunlabelledtest__164_1307106095995_D.wav,b,90
232_1308748524018_A1.wav,Bunlabelledtest,1.52875,../datasets/challenge2/set_b/Bunlabelledtest__232_1308748524018_A1.wav,b,151
139_1306519274653_B.wav,Bunlabelledtest,14.65925,../datasets/challenge2/set_b/Bunlabelledtest__139_1306519274653_B.wav,b,49
107_1305654946865_B.wav,Bunlabelledtest,9.24525,../datasets/challenge2/set_b/Bunlabelledtest__107_1305654946865_B.wav,b,9
173_1307973611151_D.wav,Bunlabelledtest,2.306,../datasets/challenge2/set_b/Bunlabelledtest__173_1307973611151_D.wav,b,101
144_1306522408528_A.wav,Bunlabelledtest,3.195,../datasets/challenge2/set_b/Bunlabelledtest__144_1306522408528_A.wav,b,55
101_1305030823364_F.wav,Bunlabelledtest,2.66175,../datasets/challenge2/set_b/Bunlabelledtest__101_1305030823364_F.wav,b,2
175_1307987962616_C.wav,Bunlabelledtest,2.57775,../datasets/challenge2/set_b/Bunlabelledtest__175_1307987962616_C.wav,b,103
139_1306519274653_C.wav,Bunlabelledtest,7.6705,../datasets/challenge2/set_b/Bunlabelledtest__139_1306519274653_C.wav,b,50
156_1306936373241_C.wav,Bunlabelledtest,6.0085,../datasets/challenge2/set_b/Bunlabelledtest__156_1306936373241_C.wav,b,78
129_1306344506305_B.wav,Bunlabelledtest,2.6175,../datasets/challenge2/set_b/Bunlabelledtest__129_1306344506305_B.wav,b,35
296_1311682952647_A.wav,Bunlabelledtest,1.28825,../datasets/challenge2/set_b/Bunlabelledtest__296_1311682952647_A.wav,b,190
115_1306259437619_D.wav,Bunlabelledtest,10.80275,../datasets/challenge2/set_b/Bunlabelledtest__115_1306259437619_D.wav,b,19
207_1308159792607_B3.wav,Bunlabelledtest,1.254,../datasets/challenge2/set_b/Bunlabelledtest__207_1308159792607_B3.wav,b,133
127_1306764300147_D.wav,Bunlabelledtest,3.63625,../datasets/challenge2/set_b/Bunlabelledtest__127_1306764300147_D.wav,b,33
148_1306768801551_D.wav,Bunlabelledtest,4.4135,../datasets/challenge2/set_b/Bunlabelledtest__148_1306768801551_D.wav,b,63
118_1306262335509_A1.wav,Bunlabelledtest,4.73825,../datasets/challenge2/set_b/Bunlabelledtest__118_1306262335509_A1.wav,b,23
141_1306520154450_A.wav,Bunlabelledtest,3.348,../datasets/challenge2/set_b/Bunlabelledtest__141_1306520154450_A.wav,b,51
286_1311170606028_B.wav,Bunlabelledtest,2.58575,../datasets/challenge2/set_b/Bunlabelledtest__286_1311170606028_B.wav,b,183
172_1307971284351_C.wav,Bunlabelledtest,2.6555,../datasets/challenge2/set_b/Bunlabelledtest__172_1307971284351_C.wav,b,99
178_1307989887769_A.wav,Bunlabelledtest,3.929,../datasets/challenge2/set_b/Bunlabelledtest__178_1307989887769_A.wav,b,108
109_1305653646620_D.wav,Bunlabelledtest,14.071,../datasets/challenge2/set_b/Bunlabelledtest__109_1305653646620_D.wav,b,13
200_1308144251434_C1.wav,Bunlabelledtest,2.688,../datasets/challenge2/set_b/Bunlabelledtest__200_1308144251434_C1.wav,b,127
296_1311682952647_B.wav,Bunlabelledtest,1.917,../datasets/challenge2/set_b/Bunlabelledtest__296_1311682952647_B.wav,b,191
109_1305653972028_B.wav,Bunlabelledtest,4.62925,../datasets/challenge2/set_b/Bunlabelledtest__109_1305653972028_B.wav,b,14
186_1308073648738_C.wav,Bunlabelledtest,2.23225,../datasets/challenge2/set_b/Bunlabelledtest__186_1308073648738_C.wav,b,114
171_1307971016233_F.wav,Bunlabelledtest,2.262,../datasets/challenge2/set_b/Bunlabelledtest__171_1307971016233_F.wav,b,169
262_1309355283807_B.wav,Bunlabelledtest,5.2135,../datasets/challenge2/set_b/Bunlabelledtest__262_1309355283807_B.wav,b,64
149_1306776016110_C.wav,Bunlabelledtest,6.7285,../datasets/challenge2/set_b/Bunlabelledtest__149_1306776016110_C.wav,b,100
172_1307971284351_D.wav,Bunlabelledtest,21.30675,../datasets/challenge2/set_b/Bunlabelledtest__172_1307971284351_D.wav,b,65
150_1306776340746_D.wav,Bunlabelledtest,7.79825,../datasets/challenge2/set_b/Bunlabelledtest__150_1306776340746_D.wav,b,135
209_1308162216750_C.wav,Bunlabelledtest,10.3035,../datasets/challenge2/set_b/Bunlabelledtest__209_1308162216750_C.wav,b,62
148_1306768801551_C.wav,Bunlabelledtest,2.944,../datasets/challenge2/set_b/Bunlabelledtest__148_1306768801551_C.wav,b,69
152_1306779561195_D1.wav,Bunlabelledtest,4.94675,../datasets/challenge2/set_b/Bunlabelledtest__152_1306779561195_D1.wav,b,134
209_1308162216750_B.wav,Bunlabelledtest,14.209,../datasets/challenge2/set_b/Bunlabelledtest__209_1308162216750_B.wav,b,97
171_1307971016233_C.wav,Bunlabelledtest,4.453,../datasets/challenge2/set_b/Bunlabelledtest__171_1307971016233_C.wav,b,98
179_1307990076841_D1.wav,Bunlabelledtest,2.913,../datasets/challenge2/set_b/Bunlabelledtest__179_1307990076841_D1.wav,b,109
201_1308144942432_B.wav,Bunlabelledtest,8.52275,../datasets/challenge2/set_b/Bunlabelledtest__201_1308144942432_B.wav,b,128
109_1305653646620_B.wav,Bunlabelledtest,12.867,../datasets/challenge2/set_b/Bunlabelledtest__109_1305653646620_B.wav,b,12
264_1309356143724_A.wav,Bunlabelledtest,9.56425,../datasets/challenge2/set_b/Bunlabelledtest__264_1309356143724_A.wav,b,170
148_1306768801551_A.wav,Bunlabelledtest,7.92625,../datasets/challenge2/set_b/Bunlabelledtest__148_1306768801551_A.wav,b,61
231_1308748318393_B.wav,Bunlabelledtest,11.52775,../datasets/challenge2/set_b/Bunlabelledtest__231_1308748318393_B.wav,b,149
231_1308748318393_C.wav,Bunlabelledtest,2.6245,../datasets/challenge2/set_b/Bunlabelledtest__231_1308748318393_C.wav,b,150
154_1306935608852_D1.wav,Bunlabelledtest,2.0855,../datasets/challenge2/set_b/Bunlabelledtest__154_1306935608852_D1.wav,b,74
109_1305653972028_D.wav,Bunlabelledtest,8.257,../datasets/challenge2/set_b/Bunlabelledtest__109_1305653972028_D.wav,b,15
141_1306520154450_D.wav,Bunlabelledtest,7.15925,../datasets/challenge2/set_b/Bunlabelledtest__141_1306520154450_D.wav,b,52
216_1308245839516_B1.wav,Bunlabelledtest,5.006,../datasets/challenge2/set_b/Bunlabelledtest__216_1308245839516_B1.wav,b,141
176_1307988171173_C1.wav,Bunlabelledtest,2.585,../datasets/challenge2/set_b/Bunlabelledtest__176_1307988171173_C1.wav,b,106
